provincia,departamento,localidad,tipo,subtipo,nombre,direccion,piso,cp,telefono,email,web
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Organizaciones de la Sociedad Civil,Caritas Argentina - Caritas Diocesana - Lomas de Zamora,Rivera 279,Lomas de Zamora,,244-0353,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Organizaciones de la Sociedad Civil,Biblioteca Popular Julio Cortazar de Lomas Este,Miguel Cane 967,Lomas de Zamora,,,bibjuliocortazar@yahoo.com.ar,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Mutual San Jose,Campana 1216,Lomas de Zamora,,209-7276,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion de Docentes Jubilados de Lomas de Zamora,Molina Arrotea 407,Lomas de Zamora,,(011) 423-4538,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Amigos Bienestar y Progreso,Virgilio 4099,Lomas de Zamora,,,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Patrimonio,Monumentos y lugares históricos,Palacio Municipal,Manuel Castro 220,Lomas de Zamora,,,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Patrimonio,Monumentos y lugares históricos,"Sector del Trazado Urbano Comprendido Entre Las Calles Azara, Portela, Rivera, Manuel Castro, Portel",S/D,Lomas de Zamora,,,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Patrimonio,Monumentos y lugares históricos,Escuela N° 1 Bartolome Mitre (Ex Escuela Comun N° 1),Saenz 450,Lomas de Zamora,,,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Patrimonio,Monumentos y lugares históricos,"Conjunto Formado Por la Iglesia Catedral y Basilica de Nuestra Señora de la Paz, la Sede Parroquial",Saenz y Esq. H. Yrigoyen S/N,Lomas de Zamora,,,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Patrimonio,Monumentos y lugares históricos,Escuela de Agronomia y Veterinaria en Sta. Catalina,S/D,Lomas de Zamora,,,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Patrimonio,Monumentos y lugares históricos,Museo Americanista,Manuel Castro 252,Lomas de Zamora,,,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Patrimonio,Monumentos y lugares históricos,Casona Juan Maria Gutierrez,Av. Alte. Brown 2163,Lomas de Zamora,,,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,Sp Books,Gorriti 209,Lomas de Zamora,,4244-2798,lilianaspbooks@ciudad.com.ar,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,"Tato I, Libreria",Laprida 151,Lomas de Zamora,,15-4026-6740,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,Trilce Libros,Gorriti 209,Lomas de Zamora,,4292-9780,trilcelibros@yahoo.com.ar,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,Palenque Foro Libros,Av. Meeks 132,Lomas de Zamora,,4244-6327,lilivietti@sion.com,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,Reply,Rivera 354,Lomas de Zamora,,4392-0103,replybooks@yahoo.com.ar,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,"San Michel, Libreria",Laprida 546,Lomas de Zamora,,4245-7499,mschedlbauer@redaccion.clarin.com.ar,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,Nuevo Sur Dist.,Castelli 1578,Lomas de Zamora,,4283-3000/1,nuevosur@datafull.com,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,Musimundo,Laprida 144,Lomas de Zamora,,4245-1224 / 4244-0355 / 1013 / 6760,,www.musimundo.com
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,Kem-Kem,Gorriti 60,Lomas de Zamora,,4292-4006,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,Libreria Rayuela,Loria 205,Lomas de Zamora,,,librosrayuela@yahoo.com.ar,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,Kel Ediciones,Italia 172,Lomas de Zamora,,4243-1709,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,"Johanna Clare, Edic.",Santa Teresita 492,Lomas de Zamora,,4282-5836,edjc@topmail.com.ar,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,"Grillo, Libreria",Murature 2217,Lomas de Zamora,,4286-8721,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,Gem Libros,Boedo 236,Lomas de Zamora,,4292-8399,gemlibros@hotmail.com,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,Eternia,Av. Meeks 172,Lomas de Zamora,,4292-8103,eterniacomics@yahoo.com,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,Gabi Libros,Int. Fonda 527,Lomas de Zamora,,4243-4592,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,Epilogo Libros,Gorriti 310 310,Lomas de Zamora,,4392-0246,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,"El Camino, Libreria",Belelli 619,Lomas de Zamora,,4243-3831,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,El Aleph,Laprida 205,Lomas de Zamora,,4292-6084,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,El 9,Carlos Pellegrini 60,Lomas de Zamora,,4244-6272/6400/5049,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,Edurne Libros,Balcarce 230,Lomas de Zamora,,4243-2891,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,"De la Paz, Libr.",Saenz 572,Lomas de Zamora,,4244-8190,anama10@sinectis.com.ar,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,Certeza,Gorriti 50,Lomas de Zamora,,4244-6426,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,"Claretiana, Editorial",Hipolito Yrigoyen 8833,Lomas de Zamora,,4392-0882,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,"Casa del Sol, Libreria",Laprida 183,Lomas de Zamora,,4292-7475,libreriacasadelsol@infovia.com.ar,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,"Andreoli, Soledad",Levalle 57,Lomas de Zamora,,4243-0096,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Librerías,"Casa del Sol, Libreria",Esteban Adrogue 1093,Lomas de Zamora,,Tel: 4288-3980/01,,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Patrimonio,Espacios de exhibición patrimonial,Museo Americanista,Manuel Castro 254,Lomas de Zamora,,(011) 42929700,webmaster@ilomas.zzn.com,http://orbita.starmedia.com/~lomasdez/museo_americanista.htm
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Carreras culturales,Licenciado en Publicidad - Ciencias de la Comunicacion y la Informacion,Juan XXIII y Ruta Provincial 4,Lomas de Zamora,,4282-7040/7048/5050/9473,infosociales@unlz.edu.ar,www.unlz.edu.ar
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Carreras culturales,Licenciado en Periodismo,Juan XXIII y Ruta Provincial 4,Lomas de Zamora,,4282-7040/7048/5050/9473,infosociales@unlz.edu.ar,www.unlz.edu.ar
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Carreras culturales,Licenciado en Comunicacion Social,Juan XXIII y Ruta Provincial 4,Lomas de Zamora,,4282-7040/7048/5050/9473,infosociales@unlz.edu.ar,www.unlz.edu.ar
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Julio Cortazar de Lomas Este,Miguel Cane 967,Lomas de Zamora,,,bibjuliocortazar@yahoo.com.ar,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Bibliotecas populares,Biblioteca Popular de la Ciudad,San Martin 415,Lomas de Zamora,,,bibliotecapopulardelaciudad@gmail.com,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Antonio Mentruyt,Italia 44,Lomas de Zamora,,,bibliotecamentruyt@yahoo.com.ar,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Bibliotecas populares,Bib.Pop.E Inst.Cult. Juan Maria Gutierrez,Almirante Brown 2163,Lomas de Zamora,,,bibliotecajmgutierrez@yahoo.com.ar,
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacios Culturales,Bibliotecas especializadas,Hemeroteca C M L Z,Colombres 420,Lomas de Zamora,,(011) 4244-1080/1089,,www.cmlz.org
Buenos Aires,Lomas de Zamora,Lomas de Zamora,Industrias Culturales,Agencia de noticias,Auno - Agencia Universitaria de Noticias y Opinión,S/D,Lomas de Zamora,,S/D,,www.auno.org.ar
Buenos Aires,Lomas de Zamora,Banfield,Industrias Culturales,Editoriales de libros,R y C Editora,Araoz 512,,,,,www.ryceditora.com.ar
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Salas teatrales,Centro de Estudios Teatrales Y Artisticos C.E.T.A.,Pueyrredon 1680,,1828,,contacto@estudioceta.com.ar,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Salas teatrales,Hijos de Los Barcos,Medrano 67,,1828,,,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Salas teatrales,Maipu - Ex Payro,Maipu 380,,1828,4202-0843,info@teatromaipu.com.ar,www.teatromaipu.com.ar
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Salas teatrales,Teatro Refugio,Maipu 1194,,1828,011-4249-8483,elrefugioteatro@gmail.com,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Salas teatrales,Banfield Teatro Ensamble,Almirante Brown 2402,,1828,4329-2011,banfieldteatroensamble@hotmail,
Buenos Aires,Lomas de Zamora,Banfield,Industrias Culturales,Radios,Radio Cooperativa,Carlos Croce 1938,Banfield,,,,
Buenos Aires,Lomas de Zamora,Banfield,Industrias Culturales,Radios,Ciudad de la Paz,Bolonia 187,Banfield,,,,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Organizaciones de la Sociedad Civil,Club Social y Deportivo Defensores de Banfield,José María Penna 1610,Banfield,,4242-7994/1554284737/4292-9494,"info@defensores-banfield.com.ar, andreapalopoli@gmail.com, andreapalopoli@defensores-banfield.com.ar",
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Organizaciones de la Sociedad Civil,Club de Madres Crecer con Amor,Lope de Vega 1729,Banfield,,4273-5219 -4273-4905,"crecer_con_amor@yahoo.com.ar, lblopez31@yahoo.com.ar",
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Organizaciones de la Sociedad Civil,Centro de Jubilados y Pensionados Un Mundo de Amor,Gabriela Mistral 1226,Banfield,,286-9364,,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Organizaciones de la Sociedad Civil,Centro Cultural Manuel Belgrano,Machado 1078,Banfield,,4273-8457,,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Organizaciones de la Sociedad Civil,Centro de Informacion y Estudios Sociales,Claudio de Alas 2016,Banfield,,285-1979,,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Organizaciones de la Sociedad Civil,Banfield Teatro Ensamble Complejo Cultural,Larrea 350,Banfield,,(011) 4392-2011,banfieldteatroensamble@speedy.com.ar,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Cultural Arte E Imagen,Arenales 1237,Banfield,,242-3478,,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion para El Desarrollo de la Educacion Manuel Belgrano,Baradero 1277,Banfield,,4286-3412,,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Pumas del Sur,12 de Octubre 1874,Banfield,,4242-2196,pumasdelsur@infovia.com.ar; pumssur@infovia.com.ar,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Otra Vuelta y la Ronda Cultural,Alvear 1952,Banfield,,4292-1972/4248-6685/1559722754,carlosjavier2003@hotmail.com,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Comedor Infantil Contra Viento y Marea,Morazan 669,Banfield,,4286-4944/4264-7179/1566060857,"espacioculturallaronda@gmail.com, carlosbarriossilva@yahoo.com.ar",
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Librerías,Sancho Libros,Maipu 382 Bis,Banfield,,4202-7844,sancholibros@ciudad.com.ar,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Librerías,Libreria Vieytes,Vieytes 201,Banfield,,4242-0870,libreriavieytes@tutopia.com,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Librerías,New Center Book,Homero 2514,Banfield,,4285-0159,,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Librerías,Libreria Fides,Leandro N. Alem 1388,Banfield,,4248-5651,,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Librerías,Libreria Osterwalder,Maipu 389,Banfield,,4202-6316,,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Librerías,Huno Libros,Cochabamba 575,Banfield,,4242-1526,,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Librerías,Libreria Cabrejas,Maipu 398,Banfield,,4242-7991,,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Librerías,Casa Iglesias,Maipu 264,Banfield,,4248-9740,,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Librerías,Chorny Producciones,Rodriguez Peña 166,Banfield,Piso PB C,4286-6147*,,
Buenos Aires,Lomas de Zamora,Banfield,Patrimonio,Espacios de exhibición patrimonial,Museo de Artes Plasticas Pio Collivadino,Medrano 165,Banfield,,(011) 4202 5223,,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Madre Teresa de Calcuta,Avenida Alsina 970,Banfield,,,ipec@irtus.com.ar,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Bibliotecas populares,Biblioteca Popular D.F.Sarmiento,Vieytes 555,Banfield,,,,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Casa de Cultura,Darragueira 275,Banfield,,,bibliocultura@yahoo.com,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Alfonsina Storni,Falucho 1550,Banfield,,,,
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Bibliotecas especializadas,Biblioteca Departamental de Lomas de Zamora Marta O. Lata.,Camino Negro Esq. Larroque (Sede En Bandfield),Banfield,,4202 1327/8480 Int.12173/12174,mvdetorre@jusbuenosaires.gov.ar;biblioteca-lz@jusbuenosaires.gov.ar,www.scba.gov.ar/biblioteca/inicio.html
Buenos Aires,Lomas de Zamora,Banfield,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Manuel Castro 1440,Banfield,,4202 9302 / 3049 4242 1248,info@capba.org.ar ,www.capba2.org.ar
Buenos Aires,Lomas de Zamora,Ingeniero Budge,Industrias Culturales,Radios,Sentimientos,Esproceda 2336,Ingeniero Budge,,,,
Buenos Aires,Lomas de Zamora,Ingeniero Budge,Industrias Culturales,Radios,FM Estereo Satelital,Montiel 624,Ingeniero Budge,,,,
Buenos Aires,Lomas de Zamora,Ingeniero Budge,Espacios Culturales,Organizaciones de la Sociedad Civil,Union de Estudiantes Comunitarios,Murature y Recondo S/N,Ingeniero Budge,,251-5783,,
Buenos Aires,Lomas de Zamora,Ingeniero Budge,Espacios Culturales,Organizaciones de la Sociedad Civil,Sociedad de Fomento Ingeniero Budge,Campana 1730,Ingeniero Budge,,285-4630 (PART),,
Buenos Aires,Lomas de Zamora,Ingeniero Budge,Espacios Culturales,Organizaciones de la Sociedad Civil,"Asociacion Civil, Social, Cultural y Biblioteca Popular Congreso de Los Pobres",Ostende 1891,Ingeniero Budge,,4285-5251 - 1551827581,marielamodarelli@hotmail.com,
Buenos Aires,Lomas de Zamora,Ingeniero Budge,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Entrerriana,Cosquin 2451,Ingeniero Budge,,,,
Buenos Aires,Lomas de Zamora,Ingeniero Budge,Espacios Culturales,Bibliotecas populares,Asoc.Biblioteca Popular Leopoldo Marechal,Campana 1629,Ingeniero Budge,,,bibliotecamarechal@hotmail.com,
Buenos Aires,Lomas de Zamora,Lavallol,Industrias Culturales,Radios,Imágenes,Diego Gibson 181,Lavallol,,,,
Buenos Aires,Lomas de Zamora,Lavallol,Industrias Culturales,Radios,Espiritu Estacion de Fm,Mendoza 763,Lavallol,,,,
Buenos Aires,Lomas de Zamora,Lavallol,Espacios Culturales,Organizaciones de la Sociedad Civil,La Huella de Llavallol,Profesor Mariño 2188,Lavallol,,(011) 4298-3839,lahuelladellavallol@yahoo.com.ar,
Buenos Aires,Lomas de Zamora,Lavallol,Espacios Culturales,Organizaciones de la Sociedad Civil,Club Atlético Social y Deportivo Juventud Unida,Ascasubi 148,Lavallol,,4231-8344 - 1555632528,carlosveliz@speedy.com.ar; cajullavallol@hotmail.com,
Buenos Aires,Lomas de Zamora,Lavallol,Espacios Culturales,Organizaciones de la Sociedad Civil,Centro de Jubilados y Pensionados Comunidad Organizada,Pareta 438,Lavallol,,231-2952,,
Buenos Aires,Lomas de Zamora,Lavallol,Espacios Culturales,Librerías,"Gonzalez, Ediciones",Arribeños 252,Lavallol,,4298-3821,,
Buenos Aires,Lomas de Zamora,Lavallol,Espacios Culturales,Librerías,"Las Nenas, Libreria",Moldes 271,Lavallol,,4298-0341*,librerialn@yahoo.com.ar,
Buenos Aires,Lomas de Zamora,Lavallol,Espacios Culturales,Librerías,Musimundo,Frias y Antartida Argentina,Lavallol,,4555-8600,,www.musimundo.com
Buenos Aires,Lomas de Zamora,Lavallol,Espacios Culturales,Bibliotecas especializadas,Hemeroteca,Camino de Cintura (Ruta 4) Km. 2 Esq. Fair Santa C,Lavallol,,4282-7860/6263 Fax: 4282-7860,hemeroteca@agrarias.unlz.edu.ar,www.agrarias.unlz.edu.ar/extension/bibliografia/
Buenos Aires,Lomas de Zamora,Temperley,Industrias Culturales,Editoriales de libros,Luis Cejas Producciones S.R.L.,Carabobo 356,,,,,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Salas teatrales,Galpon de Diablomundo,Alte. Brown 3589,,1834,011-4244-0589/4245-7774,diablomundo@ciudad.com.ar,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Salas teatrales,El Mirador,Almirante Brown 3535,,1834,4245-9701,,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Salas teatrales,Teatro de Las Nobles Bestias,14 de Julio 142 / 146,,1834,011-4294-6130,teatronoblesbestias@ciudad.com,
Buenos Aires,Lomas de Zamora,Temperley,Industrias Culturales,Radios,J.C.B. la Radio del Espiritu,Av. Eva Peron 749,Temperley,Piso 1,,,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Salas de cine,Temperley,Av. Hipolito Irigoyen 10600,Temperley,,,,
Buenos Aires,Lomas de Zamora,Temperley,Industrias Culturales,Radios,FM Siete Mares,Las Golondrinas 3143,Temperley,,,,
Buenos Aires,Lomas de Zamora,Temperley,Industrias Culturales,Radios,Ilusiones,Av. Eva Peron 3187,Temperley,,,,
Buenos Aires,Lomas de Zamora,Temperley,Industrias Culturales,Radios,FM Estelar,Nicaragua 2456,Temperley,,,,
Buenos Aires,Lomas de Zamora,Temperley,Industrias Culturales,Radios,FM Sensaciones,Dorrego 795 ,Temperley,,,,
Buenos Aires,Lomas de Zamora,Temperley,Industrias Culturales,Radios,FM Ciudades,Garibaldi 660,Temperley,,,,
Buenos Aires,Lomas de Zamora,Temperley,Industrias Culturales,Radios,Ciudadana,San Juan 190,Temperley,,,,
Buenos Aires,Lomas de Zamora,Temperley,Industrias Culturales,Radios,Cruz del Sur,Salta 302,Temperley,,,,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Organizaciones de la Sociedad Civil,Sociedad de Fomento y Sala de Primeros Auxilios Gral. Roca,Senillosa 308,Temperley,,,,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Organizaciones de la Sociedad Civil,Sociedad de Fomento y Biblioteca El Fortin,Armesti y Portugal 29,Temperley,,246-3360,,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Organizaciones de la Sociedad Civil,Galpon de Diablomundo,Alte. Brown 3589,Temperley,,(011) 4244-0589,diablomundo@yahoo.com,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Organizaciones de la Sociedad Civil,Club Social y Deportivo Villa Sastre,Lautaro 199,Temperley,,4244-845,,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Organizaciones de la Sociedad Civil,Congregacion Evangelica Argentino-Germana Bs. As. Sudoeste,Gral. Paz. 146,Temperley,,244-5399,,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Organizaciones de la Sociedad Civil,Centro de Jubilados y Pens. Cabaña Spindola,Las Casuarinas 2853,Temperley,,220 0523,,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Organizaciones de la Sociedad Civil,Centro de Estudios y Accion para El Desarrollo para la Comunidad Sorda,Santa Cruz 464,Temperley,,4432-9073/1565477603,cea_sordos@yahoo.com.ar,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Organizaciones de la Sociedad Civil,Centro Cultural y Comunitario Enrique Santos Discepolo,Indalecio Gomez 539,Temperley,,(011) 4392-2879,,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Organizaciones de la Sociedad Civil,Casa María de Guadalupe,Monroe 355,Temperley,,4260-0106 - 1551517405,casitaguadalupe@aol.com,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Organizaciones de la Sociedad Civil,Banda de Musica la Belgranense Asociacion Civil Sin Fines de Lucro,9 de Julio 148,Temperley,,(011) 4244-0451,labelgranense2002@yahoo.com.ar,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Proyecto Solidario,Boston 791,Temperley,,(011) 4/264-1946,proyectosolidario@hotmail.com,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Organizaciones de la Sociedad Civil,Asentamiento Cultural y Centro Jubilados Hugo del Carril,Otawa 1160,Temperley,,,,
Buenos Aires,Lomas de Zamora,Temperley,Industrias Culturales,Medios sociales de comunicación,Inventiva Social,J. B. Vago 36,Temperley,,,inventivasocial@yahoo.com.ar,no posee.
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Librerías,Palenque,España 855,Temperley,,4292-3651,lilivietti@sion.com,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Librerías,Abc Ediciones,San Jose 175,Temperley,,4243-0517,,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Librerías,"Lanin, Libreria",Zorzal 2889,Temperley,,4264-5338,,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Librerías,Orfeo,Meeks 1221,Temperley,,4243-4236,aggivard@infovia.com.ar,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Vicente Longhi,Av. 9 de Julio 360,Temperley,,,,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Tito Brandsma,Juramento 2515,Temperley,,,,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Bibliotecas populares,Biblioteca Popular San Juan,El Cardenal 4485,Temperley,,,bibliotecapopular_sanjuan@hotmail.com,
Buenos Aires,Lomas de Zamora,Temperley,Espacios Culturales,Bibliotecas populares,Biblioteca Popular San Jose,Portugal y Armesti,Temperley,,,bibliotecasanjose2000@yahoo.com,
Buenos Aires,Lomas de Zamora,Turdera,Industrias Culturales,Editoriales de libros,Estelar,San Jose 175,,,,,editoraestelar.com.ar
Buenos Aires,Lomas de Zamora,Turdera,Espacios Culturales,Organizaciones de la Sociedad Civil,Betania. Encuentro de Niños Especiales,San Joaquin 219,Turdera,,4294-1132- 4231 5813- 4293 4645,,
Buenos Aires,Lomas de Zamora,Villa Fiorito,Espacios Culturales,Organizaciones de la Sociedad Civil,Sociedad de Fomento y Biblioteca Popular Roberto Arlt,Necol 934,Villa Fiorito,,,,
Buenos Aires,Lomas de Zamora,Villa Fiorito,Espacios Culturales,Organizaciones de la Sociedad Civil,Club Social y Deportivo Estrellas Unidas de Fiorito,Mario Bravo 2574,Villa Fiorito,,,,
Buenos Aires,Lomas de Zamora,Villa Fiorito,Espacios Culturales,Organizaciones de la Sociedad Civil,"Asociacion Civil, Social, Cultural y Biblioteca Popular la Casa de Fiorito",Conesa 1818,Villa Fiorito,,4286-2232,,
Buenos Aires,Lomas de Zamora,Villa Fiorito,Espacios Culturales,Organizaciones de la Sociedad Civil,Centro Cultural Miguel de Unamuno Jugo,Hector J. Campora S/N,Villa Fiorito,,(011) 1554243402/42863121,,
Buenos Aires,Lomas de Zamora,Villa Fiorito,Espacios Culturales,Bibliotecas populares,Bib.Pop.Soc.Fom. Roberto Arlt,Necol 934,Villa Fiorito,,,robertoarltbib@yahoo.com.ar,
Buenos Aires,Luján,Lujan,Industrias Culturales,Editoriales de libros,Unlu,Ruta Nacional 5 y Av. Constitucion 0,,,,,www.unlu.edu.ar
Buenos Aires,Luján,Lujan,Espacios Culturales,Bibliotecas especializadas,Biblioteca Médica Informatizada Dr. Carlos A. Nápoli,Luján,,,,consultas@bimedica.com.ar / bimedica@bimedica.com.ar,www.bimedica.com.ar/index.htm
Buenos Aires,Luján,Lujan,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Florentino Ameghino,San Martin 485,,B6700ZBA,,abameghino@speedy.com.ar,
Buenos Aires,Luján,Lujan,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Santa Elena,Ing.Rodolfo Moreno 545,,6700,,,
Buenos Aires,Luján,Lujan,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Obrera Jean Jaures,Lavalle 758,,B6700ANR,,bcajaures@s6.coopenet.com.ar,
Buenos Aires,Luján,Lujan,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Ernesto Sabato,Güemes 860,,6700,,ernestosabato@yahoo.com.ar,
Buenos Aires,Luján,Lujan,Patrimonio,Espacios de exhibición patrimonial,Museo Municipal de Bellas Artes Fernan Felix de Amador,9 de Julio 963,,6700,(02323) 420755,,
Buenos Aires,Luján,Lujan,Patrimonio,Espacios de exhibición patrimonial,Complejo Museografico Enrique Udaondo,Lezica y Torrezuri y Lavalle,,6700,(02323) 420245,,
