provincia,departamento,localidad,tipo,subtipo,nombre,direccion,source_geo,lat,lon,piso,cp,telefono,email,web
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas especializadas,Biblioteca Islas Malvinas,Calle 60 y 120 ,osm,-36.5611322,-56.6895113,,1900,423 6711,biblio@med.unlp.edu.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas especializadas,Biblioteca Popular Provincial Gral. Jos,Calle 47 510,cultura,-34.911389,-57.950219,Piso 3,1900,(0221) 425-4954 / 425-1100,dir_bibliotecas@ic.gba.gov.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas especializadas,Biblioteca Pública,Plaza Rocha 137,cultura,-34.917301,-57.95013,,1900,(0221) 423-6608,centrodoc@biblio.unlp.edu.ar,www.biblio.unlp.edu.ar/
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas especializadas,Biblioteca Sergio Karakachoff - Dcn,Calle 1 y 49,osm,-34.8783491,-60.001033,,1900,(0221)423-6844/423-6839 Int.41,biblioteca@nacio.unlp.edu.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas especializadas,Biblioteca y Centro de Información de Medicamentos Far-Maceúticos,Calle 5 966,cultura,-34.913734,-57.946591,,,,biblioteca@colfarma.org.ar,www.colfarma.org.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas especializadas,Centro de Documentación,Calle 51 735,cultura,-34.917953,-57.951754,,1900,(0221)4270837/36,biblioteca@mp.gba.gov.ar,www.mp.gba.gov.ar/cooperativas/centro_documentacion.php
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas especializadas,Centro de Documentación,Calle 17 y 51,osm,-34.7830477,-58.2417413,Piso 5,B1900AWW,0221 429-2980,pmidocumentacion@matinf.com.ar; flaviarai@gmail.com,www.ms.gba.gov.ar/programas/maternoinfantil/maternoinfantil.html
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas especializadas,Centro de Documentación E Información,Calle 60 y 120 ,osm,-36.5611322,-56.6895113,,,,,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas especializadas,Centro de Documentación E Información.,Diagonal 73 1910,osm,-34.9216684,-57.961588,,1900,(0221)4838777/4249508 Fax: (0221) 424-9508,dite@ed.gba.gov.ar,abc.gov.ar/lainstitucion/organismos/cendie/default.cfm
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas especializadas,Centro de Documentacion Medica de la Plata,Calle 2 1519,cultura,-34.919079,-57.932634,,B1902WAF,(0221) 424-7900,cdmlp@speedy.com.ar,www.smlp.org.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas especializadas,"Centro de Documentación, Información Médico Social Dr. Eduardo Acebal",Calle 46 886,cultura,-34.917738,-57.958907,Piso 12,1900,0221-4295900 Int. 279,iomabib@gba.gov.ar,www.ioma.gba.gov.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas especializadas,Centro de Información y Documentación,Calle 60 y 120,cultura,-34.925575,-57.946644,Piso 1,,(0221) 427-7399 / 423-5755 Fax 423-5755,bibliotecainus@inus.org.ar ,www.inus.org.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas especializadas,Direc. de Gestion del Conocimiento,Calle 12 y 53,cultura,-34.906204,-57.972831,Piso 11,1900,(0221)429-5574/6 Int 6514,biblioteca@ipap.sg.gba.gov.ar; cdocum3@ipap.sg.gba.gov.ar,www.cdoc.ipap.sg.gba.gov.ar/cdoc/modules/inicio/
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas especializadas,Instituto de Investigaciones Administrativas,Calle 6 555,cultura,-34.90895,-57.955279,,1900,(0221)425-1496/421-1466/37013,icsadministrativas@econo.unlp.edu.ar / biblio@econo.unlp.edu.ar,www.econo.unlp.edu.ar/biblioteca
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas especializadas,Instituto de Investigaciones Bioquimicas de la Plata,Calle 60 y 120,cultura,-34.925575,-57.946644,,B1902WAE,"(0221) 483-4833, 4883",inibiolp@atlas.med.unlp.edu.ar,www.conicet.gov.ar/scp/detalle.php?id=53&keywords=oxidative
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas populares,Bib. Euforion,Diagonal 79 371,cultura,-34.915043,-57.930446,,1900,,euforion@netverk.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas populares,Bib.Pop.Gral. San Martin,Calle 22 986,cultura,-34.930185,-57.963826,,1900,,bibliosan990@hotmail.com,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Bernardino Rivadavia,Calle 39 223,cultura,-34.899395,-57.953173,,1900,,ap_biblioteca@yahoo.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Bernardo de Monteagudo,Calle 51 1088,cultura,-34.92007,-57.954094,,1900,,asociacionlibertad@ganab.com,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Dr. Nicolas Avellaneda,Calle 7 2241,cultura,-34.88576,-57.901724,,1900,,,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas populares,Biblioteca Popular E. S. Discepolo para la Cult.Nac.,Calle 13 2226,cultura,-34.889481,-57.896417,,1900,,discepolobiblioteca@yahoo.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Florentino Ameghino,Calle 58 774,cultura,-34.922487,-57.947355,,1900,,bb001027@abc.gov.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Gral. Jose de San Martin,Calle 47 510,cultura,-34.911389,-57.950219,,1900,,biblio@ed.gbd.gov.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Itto.Platense de Cult. Hispanica,Calle 6 1040,cultura,-34.915547,-57.946393,,B1900DSJ,,bibliolarreta@yahoo.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Joaquin V. Gonzalez,40 1027,osm,-34.8680477,-58.0942532,,1900,,silayhu@hotmail.com,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Juan Domingo Peron,Calle 41 117,cultura,-34.897766,-57.947292,,1900,,,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Luis A. Repetto,Calle 59 584,cultura,-34.91973,-57.942352,,B1900BSX,,bibliotecarepetto@speedy.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Manuel Belgrano,Calle 33 892,cultura,-34.90693,-57.973727,,1900,,,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Mariano Moreno,Calle 3 967,cultura,-34.911931,-57.9445,,1900,,sembrador1938@yahoo.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Mario L. Sureda,Calle 14 1528,cultura,-34.930472,-57.944733,,1900,,biblioeverton@yahoo.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas populares,Casa Tango y Biblioteca Popular Carlos Gardel,Calle 43 413,cultura,-34.906312,-57.952617,,1900,,casadeltango_lp@speedy.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Bibliotecas populares,Cent.Cu. y Biblioteca Popular Enlazando Palabras,Calle 520 4533,cultura,-34.922075,-58.017246,,1900,,ongenlazandopalabras@hotmail.com,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,Diseñador en Comunicacion Visual,Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,Licenciado en Artes Plasticas,Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,Licenciado en Composicion,Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,Licenciado en Comunicacion Social,Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236778/83/84,giordano@perio.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,Licenciado en Diseño Grafico,Calle 13 1227,cultura,-34.897228,-57.942608,,1900,(0221) 4227100,informes@ucalp.edu.ar,www.ucalp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,Licenciado en Educacion Musical,Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,"Licenciado en Musica, Orientacion Direccion Coral",Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,"Licenciado en Musica, Orientacion Direccion Orquestal",Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,"Licenciado en Musica, Orientacion Educacion Musical",Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,"Licenciado en Musica, Orientacion Guitarra",Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,"Licenciado en Musica, Orientacion Piano",Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,"Profesor de Armonia, Contrapunto y Morfologia Musical",Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,"Profesor de Musica, Orientacion Composicion",Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,"Profesor de Musica, Orientacion Direccion Coral",Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,"Profesor de Musica, Orientacion Educacion Musical",Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,"Profesor de Musica, Orientacion Piano",Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,"Profesor en Artes Plasticas, Orientacion Ceramica",Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,"Profesor en Artes Plasticas, Orientacion Dibujo",Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,"Profesor en Artes Plasticas, Orientacion Escenografia",Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,"Profesor en Artes Plasticas, Orientacion Escultura",Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,"Profesor en Artes Plasticas, Orientacion Grabado",Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,"Profesor en Artes Plasticas, Orientacion Pintura",Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,Profesor en Ciencias de la Comunicacion Social,Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236778/83/84,giordano@perio.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,Profesor en Comunicacion Audiovisual,Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Espacios Culturales,Carreras culturales,Profesor en Conjuntos Instrumentales y de Camara,Av. 7 776,cultura,-34.913381,-57.951643,,1900,(0221) 4236598 / 4235756,academica@fba.unlp.edu.ar,www.unlp.edu.ar
Buenos Aires,La Plata,La Plata,Patrimonio,Espacios de exhibición patrimonial,Museo de Instrumentos Musicales Dr. Emilio Azzarini,Calle 45 582,cultura,-34.911252,-57.953718,,1900,(0221) 4240401,museo azzarini@hotmail.com,
Buenos Aires,La Plata,La Plata,Patrimonio,Espacios de exhibición patrimonial,Museo de la Artesania Tradicional Argentina y LatinoamericanaJuan Alfonso Carrizo,Calle 2,cultura,-34.911125,-57.943296,,1900,(0221) 4244684,,
Buenos Aires,La Plata,La Plata,Patrimonio,Espacios de exhibición patrimonial,Museo Provincial de Bellas Artes de Buenos Aires,Av. 51 525,cultura,-34.913915,-57.947489,,1900,(0221) 4212206,musploy@ic.gba.gov.ar,
Buenos Aires,La Plata,La Plata,Patrimonio,Espacios de exhibición patrimonial,Museo y Archivo Dardo Rocha,Calle 50 933,cultura,-34.921207,-57.956611,,1900,(0221) 211689,,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,Best Bookstore,Calle 48 630,cultura,-34.914304,-57.951844,,1900,(0221) 471-2556,,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,Capitulo Ii,Calle 6 768,cultura,-34.912331,-57.950718,,1900,(0221) 4237338 / 4212263,capitulolaplata@argentina.com,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,Centro del Libro,Av. 7 815,cultura,-34.913903,-57.951005,,1900,(0221) 421-2552,,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,Cime,Calle 61 2529,cultura,-34.958306,-57.980516,,1900,(0221) 450-6012,,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,Coop.Vend.Diarios Revistas,Calle 43 336,cultura,-34.904884,-57.951006,,1900,(0221) 4270934,,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,"Curell, Claudia",Calle 12 2931,cultura,-34.949529,-57.913344,,1900,(0221) 471-2440,claudiacurell@hotmail.com,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,"Direccion del Libro, Biblioteca y Promocion de Lectura",Calle 47 510,cultura,-34.911389,-57.950219,,1900,(0221) 4219160,,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,El Aleph,Plaza Italia 187,cultura,-34.865262,-57.898675,,1900,(0221) 4820429,elaleph@speedy.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,"El Aleph, Libreria",Calle 12 1244,cultura,-34.923928,-57.948867,,1900,(0221) 4241023,aleph_calle12@yahoo.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,El Pasillo Libros,Diagonal 78 680,cultura,-34.921872,-57.941766,,1900,(0221) 4214047 / 154651780,elpasillolibros@hotmail.com / elpasillo@usa.net,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,Emblema Libreria,Av. 7 2146,cultura,-34.933878,-57.923979,,1900,(0221) 452-4678,,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,Fundacion Sin Fines de Lucro,Calle 54 618,cultura,-34.917101,-57.947511,,1900,(0221) 4229393,,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,"Haber, Libreria",Calle 50 443,cultura,-34.91188,-57.946498,,1900,(0221) 424-3050,info@libreriahaber.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,La Bolsa Universitaria,Diagonal 77 515,cultura,-34.910481,-57.953407,,1900,0221-4237060,,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,La Normal,Calle 7 1125,cultura,-34.917632,-57.946024,,1900,(0221) 4214174,consultas@lanormallibros.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,"Lenzi, Libreria",Diagonal 77 521,cultura,-34.910489,-57.953469,,1900,(0221) 483-1086,llenzi@netverk.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,Libreria Atenea,Diagonal 80 1010,cultura,-34.911629,-57.948773,,1900,(0221) 421-9442,atenealaplata@ciudad.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,Libreria Avatar,Calle 48 556,cultura,-34.91286,-57.950267,,1900,(0221) 425-1011,avatar@amc.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,Libreria Internacional,Av. 60 262,cultura,-34.925575,-57.946644,,1900,(0221)424-8728,libinter@netverk.com.ar info@libinter.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,"Medica la Plata, Libreria",Calle 1 1789,cultura,-34.92268,-57.92541,,1900,(0221) 423-4905,libreriamedicalaplata@yahoo.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,Musimundo,Calle 12 1175,cultura,-34.923577,-57.949396,,1900,(0221) 4228778 / 4274578,,www.musimundo.com
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,"Poliglota, Libreria",Calle 4 924,cultura,-34.912268,-57.946328,,1900,(0221) 422-8015,poliglota@netverk.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,Rayuela Libros,Calle 44 561,cultura,-34.90995,-57.954432,,1900,(0221) 4270619,rayuelalibros@speedy.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,Rayuela Libros,Plaza Italia 5,cultura,-34.864082,-57.901963,,1900,(0221) 424-8803,rayuelalibros@rayuelalibros.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,Rayuela Libros,Plaza Italia 10,cultura,-34.864081,-57.901863,,1900,(0221) 427 - 0619,rayuelalibros@rayuelalibros.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,"Romana, Libreria",Calle 11 675,cultura,-34.915726,-57.957686,,1900,(0221) 421-8243,,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Librerías,Tai,Calle 48 630,cultura,-34.914304,-57.951844,,1900,(0221) 489-3468,msaa@ciudad.com.ar,
Buenos Aires,La Plata,La Plata,Patrimonio,Monumentos y lugares históricos,Capilla San Luis,Calle 14,cultura,-34.9229775,-57.9548112,,,,,
Buenos Aires,La Plata,La Plata,Patrimonio,Monumentos y lugares históricos,Casa Curutchet,S/D,cultura,-34.889923,-58.384306,,,,,
Buenos Aires,La Plata,La Plata,Patrimonio,Monumentos y lugares históricos,Casa de Ricardo Balbin,Calle 49 844,cultura,-34.918751,-57.955325,,,,,
Buenos Aires,La Plata,La Plata,Patrimonio,Monumentos y lugares históricos,Casa Mariani - Teruggi,Calle 30 1134,cultura,-34.939295,-57.969488,,,,,
Buenos Aires,La Plata,La Plata,Patrimonio,Monumentos y lugares históricos,Casa Que Habito Pedro B. Palacios (Almafuerte),Av. 66 530 / 32,cultura,-34.930485,-57.939942,,,,,
Buenos Aires,La Plata,La Plata,Patrimonio,Monumentos y lugares históricos,Casco Urbano Fundacional de la Ciudad de la Plata,S/D,cultura,-34.889923,-58.384306,,,,,
Buenos Aires,La Plata,La Plata,Patrimonio,Monumentos y lugares históricos,Edificio de la EGB Nº 11 Florentino Ameghino,Calle 12,osm,-34.7547194,-58.2014923,,,,,
Buenos Aires,La Plata,La Plata,Patrimonio,Monumentos y lugares históricos,Edificio del Colegio Nacional Rafael Hernandez,Av. 1,osm,-34.8945529,-57.9631975,,,,,
Buenos Aires,La Plata,La Plata,Patrimonio,Monumentos y lugares históricos,Edificio Lindero Casa Curutchet (Av. 53 Nº 318),Av. 53 318,cultura,-34.91161,-57.942686,,,,,
Buenos Aires,La Plata,La Plata,Patrimonio,Monumentos y lugares históricos,Escuela Graduada Liceo Victor Mercante,S/D,cultura,-34.889923,-58.384306,,,,,
Buenos Aires,La Plata,La Plata,Patrimonio,Monumentos y lugares históricos,Iglesia Catedral,S/D,cultura,-34.889923,-58.384306,,,,,
Buenos Aires,La Plata,La Plata,Patrimonio,Monumentos y lugares históricos,Inmueble Actaul Sede de la Secretaria de Derechos Humanos de la Provincia de Buenos Aires,Calle 53 653,cultura,-34.917343,-57.94891,,,,,
Buenos Aires,La Plata,La Plata,Patrimonio,Monumentos y lugares históricos,Inmueble de la EGB Nº 19 General Don Jose de San Martin,Diagonal 73,cultura,-34.920553,-57.933024,,,,,
Buenos Aires,La Plata,La Plata,Patrimonio,Monumentos y lugares históricos,Inmueble Sede de la Direccion General de Escuelas y Cultura de la Provincia de Buenos Aires,Av. 13,cultura,-34.918026,-57.959248,,,,,
Buenos Aires,La Plata,La Plata,Patrimonio,Monumentos y lugares históricos,Palacio Municipal,S/D,cultura,-34.889923,-58.384306,,,,,
Buenos Aires,La Plata,La Plata,Patrimonio,Monumentos y lugares históricos,Republica de Los Niños,S/D,cultura,-34.889923,-58.384306,,,,,
Buenos Aires,La Plata,La Plata,Patrimonio,Monumentos y lugares históricos,Sede Social del Jockey Club de la Provincia de Buenos Aires,Av. 7,cultura,-34.915834,-57.948469,,,,,
Buenos Aires,La Plata,La Plata,Patrimonio,Monumentos y lugares históricos,Teatro Municipal Coliseo Podesta,S/D,cultura,-34.889923,-58.384306,,,,,
Buenos Aires,La Plata,La Plata,Industrias Culturales,Medios sociales de comunicación,Condición Extraños (La Revista Que Sale a la Voz de Aura),Calle 30 243,cultura,-34.926182,-57.986978,,,,ce_revista@yahoo.com.ar,www.condicionblog.blogspot.com
Buenos Aires,La Plata,La Plata,Espacios Culturales,Organizaciones de la Sociedad Civil,Amparo,Calle 33 61,cultura,-34.865326,-57.903632,,1900,(0221) 4835-700,artificiolaplata@yahoo.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Organizaciones de la Sociedad Civil,Amparo Artificio,Calle 16 3632,cultura,-34.882007,-58.021263,,1897,0221-4711102 - 155243191 - 4835700,artificiolaplata@yahoo.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Ado la Plata,Calle 527 74,cultura,-34.922996,-58.003765,,1900,(0221) 470-3321,,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Amigos del Museo de Arte Contemporaneo Latinoamericano,Calle 50 647,cultura,-34.915767,-57.950748,,B1900ASY,(0221) 427-1843,,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Amigos del Museo Provincial de Bellas Artes,Avenida 51 525,cultura,-34.913915,-57.947489,,B1900AVK,(0221) 421-2206/421-8619,musprov@ic.gba.gov.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Argentina para la Musica Coral America Cantat,Calle 18 381,cultura,-34.91736,-57.971542,,B1902CXO,(0221) 425-8326,aamcant@infovia.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Adear,Diagonal 74 3344,cultura,-34.948941,-57.952715,,1900,0221-451-7563/0221-4712306/0221-155699020,adear01@yahoo.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Brújula,Calle 37 1263,cultura,-34.917273,-57.976874,,1900,0221-4838132/0221-4223762/0221-154082869,"irmapaulina@yahoo.com.ar, brujula_mails@yahoo.com.ar",
Buenos Aires,La Plata,La Plata,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Centro de Cultura y Comunicacion,Calle 42 585,cultura,-34.908708,-57.957244,,1900,0221-4823215/0221-4839877,"corinaduarte@hotmail.com, centrodecultura@hotmail.com, radioestacionsur@yahoo.com.ar",
Buenos Aires,La Plata,La Plata,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Hombre Barro Fuego,Calle 69 720,cultura,-34.930739,-57.933772,,1900,(0221) 451-1065,,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil la Grieta,Calle 67 1268,cultura,-34.939417,-57.947252,,1900,0221-4521844,fabidiluca@yahoo.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil la Victoria,Calle 41 396,cultura,-34.904328,-57.954447,,1900,0221-155312264/1550181208,"ignafer@hotmail.com, guerinmedina@yahoo.com.ar",
Buenos Aires,La Plata,La Plata,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Miguel Bru,Calle 46 897,cultura,-34.917956,-57.959196,,1900,0221-155851983/0221-453-7608/0221-427-2404,"asociacionmiguelbru@yahoo.com.ar, laura.s@ambru.org.ar, ambru@ambru.org.ar",
Buenos Aires,La Plata,La Plata,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Pantalon Cortito,Calle 139 425,cultura,-34.938196,-57.992601,,1900,(0221) 470-5989,pantaloncortito@speedy.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Segundo Centenario,Calle 13 S/N,cultura,-34.897228,-57.942608,,,1557637042/0221-154406964/0221-1552597058/1552597058,"juletcher_segundocentenario@yahoo.com.ar, segundo_centenario@yahoo.com.ar",
Buenos Aires,La Plata,La Plata,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Cultural y Deportiva Chacarita Platense,Calle 30 2036,cultura,-34.954011,-57.949402,,1900,(0221) 154632836,pochimendez@yahoo.com.ar,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion de Maestros de la Provincia de Buenos Aires,Avenida 60 844,cultura,-34.925575,-57.946644,,1900,(0221) 451-6246,,
Buenos Aires,La Plata,La Plata,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion de Mujeres en Actividad Social,Calle 526 1782,cultura,-34.912356,-57.994283,,1900,0221-154208472-4730547,amaslaplata@yahoo.com.ar,
